purchase_order_number,supplier_code,warehouse_code,order_date,promised_delivery_date,buyer_name,order_status
PO-2025-01572,NEWLY,BRS,2025-07-03,2025-07-23,A. Whitcombe,Complete
PO-2025-01573,FOXLY,DAV,2025-07-04,2025-07-15,M. Castleford,Complete
PO-2025-01574,MARSD,DAV,2025-07-04,2025-07-24,M. Castleford,Part received
PO-2025-01575,DERWT,DAV,2025-07-04,2025-07-15,M. Castleford,Complete
PO-2025-01576,KELSO,WAR,2025-07-04,2025-08-04,R. Deakin,Complete
PO-2025-01577,MERID,LIV,2025-07-04,2025-09-22,R. Deakin,Part received
PO-2025-01578,WROXH,WAR,2025-07-07,2025-09-23,M. Castleford,Part received
PO-2025-01579,CHARN,WAR,2025-07-07,2025-07-16,S. Nkemelu,Complete
PO-2025-01580,UPTON,BRS,2025-07-07,2025-09-23,A. Whitcombe,Part received
PO-2025-01581,VERND,LIV,2025-07-07,2025-09-23,T. Harrowby,Complete
PO-2025-01582,NEWLY,LIV,2025-07-07,2025-07-25,T. Harrowby,Part received
PO-2025-01583,EASTN,WAR,2025-07-08,2025-07-17,R. Deakin,Part received
PO-2025-01584,ARDEN,BRS,2025-07-08,2025-07-17,T. Harrowby,Complete
PO-2025-01585,BRAMW,DAV,2025-07-09,2025-07-18,R. Deakin,Complete
PO-2025-01586,HALDN,WAR,2025-07-09,2025-07-18,T. Harrowby,Complete
PO-2025-01587,VERND,BRS,2025-07-09,2025-09-25,S. Nkemelu,Part received
PO-2025-01588,QUEND,DAV,2025-07-10,2025-07-30,R. Deakin,Complete
PO-2025-01589,DERWT,LIV,2025-07-10,2025-07-21,T. Harrowby,Complete
PO-2025-01590,UPTON,DAV,2025-07-11,2025-09-29,A. Whitcombe,Part received
PO-2025-01591,HALDN,DAV,2025-07-11,2025-07-22,S. Nkemelu,Part received
PO-2025-01592,PENRT,WAR,2025-07-11,2025-07-31,T. Harrowby,Complete
PO-2025-01593,MERID,WAR,2025-07-11,2025-09-29,T. Harrowby,Part received
PO-2025-01594,VERND,BRS,2025-07-11,2025-09-29,S. Nkemelu,Part received
PO-2025-01595,ARDEN,DAV,2025-07-14,2025-07-23,R. Deakin,Complete
PO-2025-01596,ARDEN,WAR,2025-07-14,2025-07-23,M. Castleford,Complete
PO-2025-01597,IRWEL,BRS,2025-07-14,2025-08-01,M. Castleford,Complete
PO-2025-01598,KELSO,BRS,2025-07-14,2025-08-12,S. Nkemelu,Part received
PO-2025-01599,JARVS,DAV,2025-07-15,2025-08-04,A. Whitcombe,Complete
PO-2025-01600,RAVNS,DAV,2025-07-15,2025-08-04,R. Deakin,Complete
PO-2025-01601,EASTN,DAV,2025-07-15,2025-07-24,M. Castleford,Complete
PO-2025-01602,ARDEN,WAR,2025-07-15,2025-07-24,M. Castleford,Complete
PO-2025-01603,KELSO,DAV,2025-07-16,2025-08-14,M. Castleford,Complete
PO-2025-01604,ORMSK,WAR,2025-07-16,2025-08-05,S. Nkemelu,Part received
PO-2025-01605,FOXLY,BRS,2025-07-16,2025-07-25,A. Whitcombe,Complete
PO-2025-01606,IRWEL,LIV,2025-07-16,2025-08-05,T. Harrowby,Complete
PO-2025-01607,WROXH,LIV,2025-07-16,2025-10-02,T. Harrowby,Part received
PO-2025-01608,KENTM,DAV,2025-07-17,2025-08-06,R. Deakin,Part received
PO-2025-01609,PENRT,DAV,2025-07-17,2025-08-06,M. Castleford,Part received
PO-2025-01610,FOXLY,WAR,2025-07-17,2025-07-28,M. Castleford,Part received
PO-2025-01611,GRANH,DAV,2025-07-18,2025-07-29,S. Nkemelu,Complete
PO-2025-01612,BRAMW,DAV,2025-07-18,2025-07-29,R. Deakin,Complete
PO-2025-01613,NEWLY,DAV,2025-07-18,2025-08-07,S. Nkemelu,Part received
PO-2025-01614,ARDEN,DAV,2025-07-18,2025-07-29,S. Nkemelu,Part received
PO-2025-01615,PENRT,DAV,2025-07-18,2025-08-07,R. Deakin,Complete
PO-2025-01616,CHARN,WAR,2025-07-18,2025-07-29,T. Harrowby,Part received
PO-2025-01617,IRWEL,WAR,2025-07-18,2025-08-07,T. Harrowby,Part received
PO-2025-01618,ARDEN,BRS,2025-07-18,2025-07-29,A. Whitcombe,Complete
PO-2025-01619,PENRT,BRS,2025-07-18,2025-08-07,S. Nkemelu,Part received
PO-2025-01620,WROXH,BRS,2025-07-18,2025-10-06,R. Deakin,Part received
PO-2025-01621,NEWLY,WAR,2025-07-21,2025-08-08,M. Castleford,Complete
PO-2025-01622,ARDEN,BRS,2025-07-21,2025-07-30,S. Nkemelu,Part received
PO-2025-01623,DERWT,BRS,2025-07-21,2025-07-30,R. Deakin,Complete
PO-2025-01624,BRAMW,LIV,2025-07-21,2025-07-30,A. Whitcombe,Part received
PO-2025-01625,MERID,DAV,2025-07-22,2025-10-08,M. Castleford,Part received
PO-2025-01626,LANGD,DAV,2025-07-22,2025-08-11,S. Nkemelu,Part received
PO-2025-01627,ARDEN,WAR,2025-07-22,2025-07-31,S. Nkemelu,Part received
PO-2025-01628,CHARN,WAR,2025-07-22,2025-07-31,T. Harrowby,Complete
PO-2025-01629,UPTON,LIV,2025-07-22,2025-10-08,T. Harrowby,Part received
PO-2025-01630,MARSD,DAV,2025-07-23,2025-08-12,M. Castleford,Part received
PO-2025-01631,GRANH,WAR,2025-07-23,2025-08-01,R. Deakin,Part received
PO-2025-01632,EASTN,BRS,2025-07-24,2025-08-04,M. Castleford,Complete
PO-2025-01633,MARSD,WAR,2025-07-25,2025-08-14,R. Deakin,Complete
PO-2025-01634,ARDEN,BRS,2025-07-28,2025-08-06,A. Whitcombe,Complete
PO-2025-01635,SELBY,WAR,2025-07-29,2025-10-15,R. Deakin,Complete
PO-2025-01636,CHARN,DAV,2025-07-30,2025-08-08,T. Harrowby,Complete
PO-2025-01637,MERID,WAR,2025-07-31,2025-10-17,T. Harrowby,Part received
PO-2025-01638,PENRT,BRS,2025-07-31,2025-08-20,R. Deakin,Complete
PO-2025-01639,ARDEN,LIV,2025-07-31,2025-08-11,R. Deakin,Complete
PO-2025-01640,ARDEN,BRS,2025-08-01,2025-08-12,R. Deakin,Part received
PO-2025-01641,ARDEN,DAV,2025-08-04,2025-08-13,M. Castleford,Complete
PO-2025-01642,MARSD,DAV,2025-08-04,2025-08-22,S. Nkemelu,Part received
PO-2025-01643,MERID,BRS,2025-08-04,2025-10-21,M. Castleford,Part received
PO-2025-01644,LANGD,DAV,2025-08-05,2025-08-26,R. Deakin,Complete
PO-2025-01645,KELSO,DAV,2025-08-05,2025-09-04,M. Castleford,Part received
PO-2025-01646,FOXLY,DAV,2025-08-05,2025-08-14,R. Deakin,Part received
PO-2025-01647,CHARN,BRS,2025-08-05,2025-08-14,T. Harrowby,Complete
PO-2025-01648,ARDEN,DAV,2025-08-06,2025-08-15,T. Harrowby,Complete
PO-2025-01649,PENRT,DAV,2025-08-06,2025-08-27,S. Nkemelu,Part received
PO-2025-01650,ARDEN,WAR,2025-08-06,2025-08-15,R. Deakin,Complete
PO-2025-01651,PENRT,WAR,2025-08-06,2025-08-27,M. Castleford,Complete
PO-2025-01652,HALDN,BRS,2025-08-06,2025-08-15,T. Harrowby,Part received
PO-2025-01653,NEWLY,BRS,2025-08-06,2025-08-27,M. Castleford,Complete
PO-2025-01654,MERID,DAV,2025-08-07,2025-10-24,T. Harrowby,Part received
PO-2025-01655,IRWEL,DAV,2025-08-07,2025-08-28,S. Nkemelu,Part received
PO-2025-01656,DERWT,DAV,2025-08-07,,S. Nkemelu,Complete
PO-2025-01657,HALDN,DAV,2025-08-07,2025-08-18,R. Deakin,Complete
PO-2025-01658,EASTN,DAV,2025-08-07,2025-08-18,R. Deakin,Complete
PO-2025-01659,NEWLY,DAV,2025-08-07,2025-08-28,M. Castleford,Part received
PO-2025-01660,HALDN,WAR,2025-08-08,2025-08-19,T. Harrowby,Complete
PO-2025-01661,PENRT,LIV,2025-08-08,2025-08-29,S. Nkemelu,Part received
PO-2025-01662,KENTM,DAV,2025-08-11,2025-09-01,A. Whitcombe,Part received
PO-2025-01663,CHARN,DAV,2025-08-12,2025-08-21,A. Whitcombe,Part received
PO-2025-01664,ARDEN,DAV,2025-08-12,2025-08-21,A. Whitcombe,Complete
PO-2025-01665,IRWEL,WAR,2025-08-12,2025-09-02,T. Harrowby,Complete
PO-2025-01666,BRAMW,DAV,2025-08-13,2025-08-22,A. Whitcombe,Complete
PO-2025-01667,PENRT,BRS,2025-08-13,2025-09-03,A. Whitcombe,Complete
PO-2025-01668,ORMSK,LIV,2025-08-13,2025-09-03,R. Deakin,Part received
PO-2025-01669,QUEND,DAV,2025-08-14,2025-09-04,T. Harrowby,Part received
PO-2025-01670,TANFD,DAV,2025-08-14,2025-10-31,T. Harrowby,Complete
PO-2025-01671,ARDEN,WAR,2025-08-14,2025-08-26,M. Castleford,Part received
PO-2025-01672,ARDEN,BRS,2025-08-14,2025-08-26,T. Harrowby,Complete
PO-2025-01673,EASTN,DAV,2025-08-15,2025-08-27,A. Whitcombe,Complete
PO-2025-01674,PENRT,DAV,2025-08-15,2025-09-05,A. Whitcombe,Complete
PO-2025-01675,TANFD,WAR,2025-08-15,2025-11-03,M. Castleford,Part received
PO-2025-01676,WROXH,BRS,2025-08-15,2025-11-03,S. Nkemelu,Part received
PO-2025-01677,HALDN,BRS,2025-08-15,2025-08-27,T. Harrowby,Complete
PO-2025-01678,ARDEN,DAV,2025-08-18,2025-08-28,M. Castleford,Complete
PO-2025-01679,YARLT,DAV,2025-08-18,2025-11-04,M. Castleford,Part received
PO-2025-01680,ARDEN,BRS,2025-08-18,2025-08-28,R. Deakin,Complete
PO-2025-01681,BRAMW,BRS,2025-08-18,2025-08-28,T. Harrowby,Complete
PO-2025-01682,CROMR,BRS,2025-08-18,2025-09-17,M. Castleford,Complete
PO-2025-01683,UPTON,DAV,2025-08-19,2025-11-05,S. Nkemelu,Part received
PO-2025-01684,ARDEN,DAV,2025-08-19,2025-08-29,R. Deakin,Complete
PO-2025-01685,GRANH,DAV,2025-08-20,2025-09-01,A. Whitcombe,Part received
PO-2025-01686,HALDN,DAV,2025-08-20,2025-09-01,R. Deakin,Part received
PO-2025-01687,ORMSK,DAV,2025-08-20,2025-09-10,A. Whitcombe,Part received
PO-2025-01688,DERWT,DAV,2025-08-20,2025-09-01,R. Deakin,Part received
PO-2025-01689,LANGD,DAV,2025-08-20,2025-09-10,R. Deakin,Complete
PO-2025-01690,FOXLY,WAR,2025-08-20,2025-09-01,R. Deakin,Complete
PO-2025-01691,BEWLY,WAR,2025-08-20,2025-09-19,A. Whitcombe,Complete
PO-2025-01692,HALDN,WAR,2025-08-20,2025-09-01,A. Whitcombe,Part received
PO-2025-01693,ARDEN,WAR,2025-08-20,2025-09-01,R. Deakin,Part received
PO-2025-01694,NEWLY,BRS,2025-08-20,2025-09-10,S. Nkemelu,Complete
PO-2025-01695,EASTN,DAV,2025-08-21,2025-09-02,S. Nkemelu,Complete
PO-2025-01696,ARDEN,DAV,2025-08-21,2025-09-02,S. Nkemelu,Complete
PO-2025-01697,PENRT,WAR,2025-08-22,,M. Castleford,Part received
PO-2025-01698,WROXH,LIV,2025-08-22,2025-11-10,S. Nkemelu,Part received
PO-2025-01699,ARDEN,DAV,2025-08-26,2025-09-04,R. Deakin,Part received
PO-2025-01700,QUEND,DAV,2025-08-26,,M. Castleford,Complete
PO-2025-01701,KENTM,DAV,2025-08-26,2025-09-15,A. Whitcombe,Complete
PO-2025-01702,ARDEN,LIV,2025-08-26,2025-09-04,T. Harrowby,Complete
PO-2025-01703,KELSO,DAV,2025-08-27,2025-09-25,S. Nkemelu,Part received
PO-2025-01704,ARDEN,WAR,2025-08-27,2025-09-05,S. Nkemelu,Complete
PO-2025-01705,ARDEN,BRS,2025-08-27,2025-09-05,R. Deakin,Part received
PO-2025-01706,HALDN,BRS,2025-08-27,2025-09-05,T. Harrowby,Complete
PO-2025-01707,HALDN,LIV,2025-08-27,2025-09-05,R. Deakin,Part received
PO-2025-01708,NEWLY,WAR,2025-08-28,2025-09-17,A. Whitcombe,Complete
PO-2025-01709,ARDEN,BRS,2025-08-28,2025-09-08,T. Harrowby,Complete
PO-2025-01710,YARLT,BRS,2025-08-28,2025-11-13,A. Whitcombe,Part received
PO-2025-01711,KELSO,DAV,2025-08-29,2025-09-29,R. Deakin,Complete
PO-2025-01712,GRANH,BRS,2025-08-29,2025-09-09,A. Whitcombe,Complete
PO-2025-01713,MERID,BRS,2025-08-29,2025-11-14,T. Harrowby,Part received
PO-2025-01714,BRAMW,BRS,2025-08-29,2025-09-09,R. Deakin,Complete
PO-2025-01715,BEWLY,DAV,2025-09-01,2025-09-30,T. Harrowby,Complete
PO-2025-01716,FOXLY,DAV,2025-09-01,2025-09-10,T. Harrowby,Part received
PO-2025-01717,EASTN,DAV,2025-09-01,2025-09-10,A. Whitcombe,Complete
PO-2025-01718,ARDEN,BRS,2025-09-01,2025-09-10,R. Deakin,Complete
PO-2025-01719,ARDEN,DAV,2025-09-02,2025-09-11,R. Deakin,Part received
PO-2025-01720,GRANH,DAV,2025-09-02,2025-09-11,S. Nkemelu,Part received
PO-2025-01721,RAVNS,BRS,2025-09-02,2025-09-22,R. Deakin,Complete
PO-2025-01722,MERID,LIV,2025-09-02,2025-11-18,T. Harrowby,Part received
PO-2025-01723,BRAMW,LIV,2025-09-02,2025-09-11,A. Whitcombe,Complete
PO-2025-01724,BRAMW,DAV,2025-09-03,2025-09-12,A. Whitcombe,Complete
PO-2025-01725,IRWEL,DAV,2025-09-03,2025-09-23,T. Harrowby,Part received
PO-2025-01726,DERWT,WAR,2025-09-03,2025-09-12,A. Whitcombe,Complete
PO-2025-01727,PENRT,WAR,2025-09-03,2025-09-23,M. Castleford,Part received
PO-2025-01728,LANGD,DAV,2025-09-04,2025-09-24,T. Harrowby,Complete
PO-2025-01729,YARLT,WAR,2025-09-04,2025-11-20,M. Castleford,Part received
PO-2025-01730,FOXLY,BRS,2025-09-04,2025-09-15,M. Castleford,Complete
PO-2025-01731,MERID,BRS,2025-09-04,2025-11-20,A. Whitcombe,Part received
PO-2025-01732,MERID,WAR,2025-09-05,2025-11-21,S. Nkemelu,Part received
PO-2025-01733,HALDN,BRS,2025-09-05,2025-09-16,A. Whitcombe,Part received
PO-2025-01734,FOXLY,DAV,2025-09-08,2025-09-17,M. Castleford,Complete
PO-2025-01735,VERND,DAV,2025-09-08,2025-11-24,M. Castleford,Part received
PO-2025-01736,CHARN,DAV,2025-09-08,2025-09-17,S. Nkemelu,Complete
PO-2025-01737,KENTM,WAR,2025-09-08,2025-09-26,T. Harrowby,Complete
PO-2025-01738,PENRT,BRS,2025-09-08,2025-09-26,S. Nkemelu,Part received
PO-2025-01739,MERID,DAV,2025-09-09,2025-11-25,R. Deakin,Part received
PO-2025-01740,EASTN,DAV,2025-09-09,2025-09-18,R. Deakin,Complete
PO-2025-01741,ARDEN,DAV,2025-09-09,2025-09-18,A. Whitcombe,Complete
PO-2025-01742,BRAMW,WAR,2025-09-09,2025-09-18,R. Deakin,Complete
PO-2025-01743,IRWEL,BRS,2025-09-09,2025-09-29,S. Nkemelu,Complete
PO-2025-01744,ORMSK,BRS,2025-09-09,2025-09-29,S. Nkemelu,Complete
PO-2025-01745,TANFD,DAV,2025-09-10,2025-11-26,A. Whitcombe,Part received
PO-2025-01746,ARDEN,DAV,2025-09-10,2025-09-19,M. Castleford,Complete
PO-2025-01747,ARDEN,BRS,2025-09-10,2025-09-19,T. Harrowby,Part received
PO-2025-01748,DERWT,BRS,2025-09-10,2025-09-19,T. Harrowby,Part received
PO-2025-01749,MERID,BRS,2025-09-10,2025-11-26,R. Deakin,Part received
PO-2025-01750,CROMR,DAV,2025-09-11,2025-08-30,R. Deakin,Part received
PO-2025-01751,DERWT,DAV,2025-09-11,2025-09-22,A. Whitcombe,Complete
PO-2025-01752,PENRT,WAR,2025-09-12,2025-10-02,M. Castleford,Complete
PO-2025-01753,LANGD,DAV,2025-09-15,2025-10-03,S. Nkemelu,Part received
PO-2025-01754,CHARN,WAR,2025-09-15,2025-09-24,R. Deakin,Part received
PO-2025-01755,ARDEN,DAV,2025-09-16,2025-09-25,S. Nkemelu,Part received
PO-2025-01756,ORMSK,DAV,2025-09-16,2025-10-06,M. Castleford,Part received
PO-2025-01757,PENRT,DAV,2025-09-16,2025-10-06,A. Whitcombe,Complete
PO-2025-01758,NEWLY,DAV,2025-09-16,2025-10-06,M. Castleford,Part received
PO-2025-01759,KELSO,WAR,2025-09-16,2025-10-15,T. Harrowby,Part received
PO-2025-01760,ARDEN,BRS,2025-09-16,2025-09-25,T. Harrowby,Complete
PO-2025-01761,BEWLY,BRS,2025-09-16,2025-10-15,A. Whitcombe,Complete
PO-2025-01762,MERID,BRS,2025-09-16,2025-12-02,R. Deakin,Part received
PO-2025-01763,EASTN,DAV,2025-09-17,2025-09-26,R. Deakin,Complete
PO-2025-01764,DUNKD,DAV,2025-09-17,2025-10-16,T. Harrowby,Part received
PO-2025-01765,CROMR,WAR,2025-09-17,2025-10-16,S. Nkemelu,Complete
PO-2025-01766,ARDEN,WAR,2025-09-17,2025-09-26,A. Whitcombe,Part received
PO-2025-01767,ARDEN,BRS,2025-09-17,2025-09-26,A. Whitcombe,Complete
PO-2025-01768,ARDEN,DAV,2025-09-18,2025-09-29,S. Nkemelu,Complete
PO-2025-01769,ARDEN,WAR,2025-09-18,2025-09-29,M. Castleford,Complete
PO-2025-01770,SELBY,LIV,2025-09-18,2025-12-04,M. Castleford,Part received
PO-2025-01771,ARDEN,DAV,2025-09-19,2025-09-30,M. Castleford,Complete
PO-2025-01772,KENTM,DAV,2025-09-19,2025-10-09,M. Castleford,Part received
PO-2025-01773,YARLT,DAV,2025-09-19,2025-12-05,T. Harrowby,Part received
PO-2025-01774,FOXLY,WAR,2025-09-19,2025-09-30,M. Castleford,Part received
PO-2025-01775,BEWLY,LIV,2025-09-19,2025-10-20,R. Deakin,Complete
PO-2025-01776,ARDEN,DAV,2025-09-22,2025-10-01,S. Nkemelu,Complete
PO-2025-01777,NEWLY,BRS,2025-09-22,2025-10-10,R. Deakin,Part received
PO-2025-01778,BRAMW,DAV,2025-09-23,2025-10-02,S. Nkemelu,Complete
PO-2025-01779,TANFD,BRS,2025-09-23,2025-12-09,M. Castleford,Part received
PO-2025-01780,ARDEN,BRS,2025-09-23,2025-10-02,T. Harrowby,Complete
PO-2025-01781,PENRT,LIV,2025-09-23,2025-10-13,R. Deakin,Part received
PO-2025-01782,MARSD,DAV,2025-09-24,2025-10-14,A. Whitcombe,Part received
PO-2025-01783,ARDEN,WAR,2025-09-24,2025-10-03,T. Harrowby,Part received
PO-2025-01784,FOXLY,WAR,2025-09-24,2025-10-03,A. Whitcombe,Complete
PO-2025-01785,EASTN,WAR,2025-09-24,2025-10-03,S. Nkemelu,Part received
PO-2025-01786,RAVNS,DAV,2025-09-25,2025-10-15,R. Deakin,Complete
PO-2025-01787,FOXLY,DAV,2025-09-25,2025-10-06,R. Deakin,Part received
PO-2025-01788,JARVS,DAV,2025-09-25,2025-10-15,M. Castleford,Complete
PO-2025-01789,PENRT,WAR,2025-09-25,2025-10-15,R. Deakin,Part received
PO-2025-01790,ARDEN,BRS,2025-09-25,2025-10-06,M. Castleford,Part received
PO-2025-01791,ORMSK,BRS,2025-09-25,2025-10-15,S. Nkemelu,Complete
PO-2025-01792,KELSO,BRS,2025-09-25,2025-10-24,T. Harrowby,Complete
PO-2025-01793,EASTN,DAV,2025-09-26,2025-10-07,A. Whitcombe,Complete
PO-2025-01794,BRAMW,DAV,2025-09-26,2025-10-07,A. Whitcombe,Part received
PO-2025-01795,WROXH,BRS,2025-09-26,2025-12-12,S. Nkemelu,Part received
PO-2025-01796,MARSD,DAV,2025-09-29,2025-10-17,A. Whitcombe,Complete
PO-2025-01797,HALDN,DAV,2025-09-29,2025-10-08,R. Deakin,Part received
PO-2025-01798,CROMR,DAV,2025-09-29,2025-10-28,T. Harrowby,Complete
PO-2025-01799,KENTM,WAR,2025-09-29,2025-10-17,S. Nkemelu,Part received
PO-2025-01800,UPTON,WAR,2025-09-29,2025-12-15,R. Deakin,Part received
PO-2025-01801,HALDN,BRS,2025-09-29,2025-10-08,T. Harrowby,Complete
PO-2025-01802,CHARN,WAR,2025-09-30,2025-10-09,S. Nkemelu,Complete
PO-2025-01803,HALDN,WAR,2025-09-30,2025-10-09,A. Whitcombe,Part received
PO-2025-01804,ARDEN,WAR,2025-09-30,2025-10-09,S. Nkemelu,Complete
PO-2025-01805,ARDEN,BRS,2025-09-30,2025-10-09,S. Nkemelu,Complete
PO-2025-01806,SELBY,BRS,2025-09-30,2025-12-16,R. Deakin,Part received
PO-2025-01807,ARDEN,DAV,2025-10-01,2025-10-10,T. Harrowby,Complete
PO-2025-01808,DUNKD,DAV,2025-10-02,2025-10-31,R. Deakin,Part received
PO-2025-01809,GRANH,DAV,2025-10-02,2025-10-13,M. Castleford,Complete
PO-2025-01810,FOXLY,DAV,2025-10-02,2025-10-13,A. Whitcombe,Complete
PO-2025-01811,BEWLY,WAR,2025-10-02,2025-10-31,R. Deakin,Complete
PO-2025-01812,SELBY,WAR,2025-10-02,2025-12-18,S. Nkemelu,Part received
PO-2025-01813,ARDEN,BRS,2025-10-02,2025-10-13,A. Whitcombe,Complete
PO-2025-01814,DERWT,LIV,2025-10-02,2025-10-13,M. Castleford,Complete
PO-2025-01815,ARDEN,DAV,2025-10-03,2025-10-14,S. Nkemelu,Complete
PO-2025-01816,MERID,DAV,2025-10-03,2025-09-23,T. Harrowby,Part received
PO-2025-01817,MERID,WAR,2025-10-03,2025-12-19,T. Harrowby,Part received
PO-2025-01818,YARLT,LIV,2025-10-03,2025-12-19,T. Harrowby,Part received
PO-2025-01819,PENRT,DAV,2025-10-06,2025-10-24,A. Whitcombe,Part received
PO-2025-01820,BRAMW,BRS,2025-10-06,2025-10-15,A. Whitcombe,Complete
PO-2025-01821,ARDEN,WAR,2025-10-07,2025-10-16,M. Castleford,Part received
PO-2025-01822,PENRT,WAR,2025-10-07,2025-10-27,A. Whitcombe,Complete
PO-2025-01823,ARDEN,BRS,2025-10-07,2025-10-16,A. Whitcombe,Complete
PO-2025-01824,MERID,BRS,2025-10-07,2025-12-23,M. Castleford,Part received
PO-2025-01825,PENRT,BRS,2025-10-07,2025-10-27,S. Nkemelu,Complete
PO-2025-01826,VERND,LIV,2025-10-07,2025-12-23,T. Harrowby,Part received
PO-2025-01827,KELSO,DAV,2025-10-08,2025-11-06,M. Castleford,Complete
PO-2025-01828,ORMSK,DAV,2025-10-08,2025-10-28,A. Whitcombe,Complete
PO-2025-01829,ARDEN,DAV,2025-10-08,2025-10-17,M. Castleford,Complete
PO-2025-01830,GRANH,WAR,2025-10-08,2025-10-17,R. Deakin,Part received
PO-2025-01831,FOXLY,BRS,2025-10-08,2025-10-17,A. Whitcombe,Complete
PO-2025-01832,FOXLY,LIV,2025-10-08,2025-10-17,R. Deakin,Part received
PO-2025-01833,PENRT,DAV,2025-10-09,2025-10-29,M. Castleford,Complete
PO-2025-01834,NEWLY,DAV,2025-10-09,2025-10-29,T. Harrowby,Part received
PO-2025-01835,SELBY,DAV,2025-10-09,2025-12-29,T. Harrowby,Part received
PO-2025-01836,BRAMW,DAV,2025-10-09,2025-10-20,R. Deakin,Part received
PO-2025-01837,QUEND,DAV,2025-10-09,2025-10-29,A. Whitcombe,Part received
PO-2025-01838,KELSO,WAR,2025-10-09,2025-11-07,S. Nkemelu,Complete
PO-2025-01839,ARDEN,WAR,2025-10-10,2025-10-21,M. Castleford,Complete
PO-2025-01840,PENRT,BRS,2025-10-10,2025-10-30,S. Nkemelu,Complete
PO-2025-01841,IRWEL,DAV,2025-10-13,2025-10-31,T. Harrowby,Complete
PO-2025-01842,KELSO,DAV,2025-10-13,2025-10-08,T. Harrowby,Complete
PO-2025-01843,KELSO,DAV,2025-10-14,2025-11-12,A. Whitcombe,Complete
PO-2025-01844,DERWT,DAV,2025-10-14,2025-10-23,T. Harrowby,Complete
PO-2025-01845,DERWT,BRS,2025-10-14,2025-10-23,A. Whitcombe,Part received
PO-2025-01846,CHARN,BRS,2025-10-14,2025-10-23,S. Nkemelu,Complete
PO-2025-01847,NEWLY,LIV,2025-10-14,2025-11-03,S. Nkemelu,Complete
PO-2025-01848,TANFD,LIV,2025-10-14,2026-01-01,A. Whitcombe,Outstanding
PO-2025-01849,ARDEN,DAV,2025-10-15,2025-10-24,T. Harrowby,Complete
PO-2025-01850,CHARN,DAV,2025-10-15,2025-10-24,R. Deakin,Complete
PO-2025-01851,PENRT,WAR,2025-10-15,2025-11-04,S. Nkemelu,Complete
PO-2025-01852,CROMR,WAR,2025-10-15,2025-11-13,R. Deakin,Complete
PO-2025-01853,ARDEN,WAR,2025-10-15,2025-10-24,R. Deakin,Part received
PO-2025-01854,EASTN,WAR,2025-10-15,2025-10-24,S. Nkemelu,Part received
PO-2025-01855,GRANH,WAR,2025-10-15,2025-10-24,R. Deakin,Complete
PO-2025-01856,BRAMW,WAR,2025-10-16,2025-10-27,T. Harrowby,Complete
PO-2025-01857,HALDN,BRS,2025-10-16,2025-10-27,M. Castleford,Complete
PO-2025-01858,ARDEN,BRS,2025-10-16,2025-10-27,R. Deakin,Complete
PO-2025-01859,ORMSK,WAR,2025-10-17,2025-11-06,T. Harrowby,Part received
PO-2025-01860,MERID,BRS,2025-10-17,2026-01-06,A. Whitcombe,Outstanding
PO-2025-01861,GRANH,BRS,2025-10-17,2025-10-28,A. Whitcombe,Complete
PO-2025-01862,EASTN,BRS,2025-10-17,2025-10-28,T. Harrowby,Complete
PO-2025-01863,PENRT,BRS,2025-10-17,2025-11-06,T. Harrowby,Part received
PO-2025-01864,EASTN,DAV,2025-10-20,2025-10-29,M. Castleford,Complete
PO-2025-01865,ARDEN,BRS,2025-10-20,2025-10-29,R. Deakin,Complete
PO-2025-01866,MARSD,DAV,2025-10-21,2025-11-10,A. Whitcombe,Complete
PO-2025-01867,ARDEN,DAV,2025-10-21,2025-10-30,R. Deakin,Complete
PO-2025-01868,FOXLY,DAV,2025-10-21,2025-10-30,M. Castleford,Complete
PO-2025-01869,IRWEL,WAR,2025-10-21,2025-11-10,R. Deakin,Part received
PO-2025-01870,CHARN,WAR,2025-10-21,2025-10-30,R. Deakin,Complete
PO-2025-01871,ARDEN,BRS,2025-10-21,2025-10-30,T. Harrowby,Complete
PO-2025-01872,NEWLY,BRS,2025-10-21,2025-11-10,A. Whitcombe,Complete
PO-2025-01873,EASTN,DAV,2025-10-22,2025-10-16,S. Nkemelu,Complete
PO-2025-01874,ORMSK,DAV,2025-10-22,2025-11-11,S. Nkemelu,Part received
PO-2025-01875,VERND,DAV,2025-10-22,2026-01-09,T. Harrowby,Outstanding
PO-2025-01876,NEWLY,WAR,2025-10-22,2025-11-11,R. Deakin,Part received
PO-2025-01877,PENRT,WAR,2025-10-22,2025-11-11,M. Castleford,Part received
PO-2025-01878,CHARN,BRS,2025-10-22,2025-10-31,R. Deakin,Complete
PO-2025-01879,KENTM,DAV,2025-10-23,2025-11-12,M. Castleford,Part received
PO-2025-01880,BEWLY,DAV,2025-10-23,2025-11-21,A. Whitcombe,Complete
PO-2025-01881,ARDEN,DAV,2025-10-23,2025-11-03,R. Deakin,Part received
PO-2025-01882,PENRT,DAV,2025-10-24,2025-11-13,A. Whitcombe,Complete
PO-2025-01883,MARSD,DAV,2025-10-24,2025-11-13,A. Whitcombe,Part received
PO-2025-01884,ARDEN,WAR,2025-10-24,2025-11-04,R. Deakin,Part received
PO-2025-01885,CHARN,LIV,2025-10-24,2025-11-04,R. Deakin,Part received
PO-2025-01886,GRANH,LIV,2025-10-24,2025-11-04,A. Whitcombe,Complete
