purchase_order_number,line_number,sku,quantity_ordered,unit_cost_gbp,line_status
PO-2024-00638,1,RENW-1100,26,652.93,Received in full
PO-2024-00638,2,VENT-1214,18,160.66,Received in full
PO-2024-00638,3,VENT-1040,6,26.23,Received in full
PO-2024-00638,4,HEAT-1004,5,228.58,Received in full
PO-2024-00639,1,RENW-1112,12,712.81,Received in full
PO-2024-00639,2,RENW-1203,6,762.56,Part received
PO-2024-00640,1,PIPE-1109,504,3.39,Part received
PO-2024-00640,2,DRAIN-1138,24,148.91,Received in full
PO-2024-00640,3,HEAT-1203,12,585.6,Received in full
PO-2024-00641,1,ELEC-1131,378,14.91,Part received
PO-2024-00642,1,TOOL-1110,36,20.67,Received in full
PO-2024-00642,2,ELEC-1088,60,13.3,Part received
PO-2024-00643,1,HEAT-1009,5,639.16,Received in full
PO-2024-00644,1,RENW-1031,8,2061.96,Received in full
PO-2024-00644,2,DRAIN-1098,24,36.11,Received in full
PO-2024-00644,3,VENT-1002,18,59.22,Received in full
PO-2024-00645,1,ELEC-1025,54,29.06,Received in full
PO-2024-00645,2,ELEC-1031,54,1.89,Received in full
PO-2024-00645,3,RENW-1022,5,1203.14,Received in full
PO-2024-00645,4,PIPE-1168,930,0.87,Part received
PO-2024-00646,1,ELEC-1204,130,17.27,Received in full
PO-2024-00646,2,PIPE-1201,1664,11.67,Part received
PO-2024-00647,1,HEAT-1142,28,354.53,Received in full
PO-2024-00647,2,TOOL-1077,240,1.97,Part received
PO-2024-00648,1,DRAIN-1161,154,5.67,Part received
PO-2024-00649,1,RENW-1095,4,2116.29,Received in full
PO-2024-00649,2,VENT-1105,6,157.85,Received in full
PO-2024-00650,1,ELEC-1081,54,14.78,Received in full
PO-2024-00650,2,DRAIN-1173,24,190.24,Received in full
PO-2024-00650,3,HEAT-1033,7,797.99,Received in full
PO-2024-00651,1,RENW-1000,16,1705.66,Received in full
PO-2024-00652,1,VALV-1084,84,80.73,Part received
PO-2024-00652,2,TOOL-1149,90,2.46,Part received
PO-2024-00652,3,VENT-1214,49,124.47,Part received
PO-2024-00652,4,PIPE-1061,990,1.51,Part received
PO-2024-00653,1,ELEC-1134,56,86.77,Received in full
PO-2024-00654,1,PIPE-1017,858,0.5,Part received
PO-2024-00654,2,ELEC-1094,408,2.3,Part received
PO-2024-00655,1,PIPE-1070,162,13.18,Part received
PO-2024-00656,1,VALV-1152,66,6.53,Part received
PO-2024-00657,1,ELEC-1204,145,17.63,Received in full
PO-2024-00657,2,ELEC-1088,140,13.14,Received in full
PO-2024-00658,1,VALV-1187,17,11.26,Received in full
PO-2024-00658,2,VENT-1053,6,31.91,Received in full
PO-2024-00658,3,VENT-1080,6,81.85,Received in full
PO-2024-00658,4,ELEC-1025,54,28.86,Received in full
PO-2024-00659,1,VENT-1119,26,637.98,Received in full
PO-2024-00659,2,DRAIN-1051,24,127.88,Received in full
PO-2024-00660,1,DRAIN-1047,33,174.32,Received in full
PO-2024-00661,1,VALV-1110,15,11.65,Received in full
PO-2024-00662,1,VENT-1149,11,47.77,Received in full
PO-2024-00662,2,TOOL-1003,36,28.64,Part received
PO-2024-00662,3,RENW-1201,3,1011.01,Received in full
PO-2024-00662,4,VENT-1026,6,52.79,Received in full
PO-2024-00663,1,VENT-1095,18,142.83,Received in full
PO-2024-00663,2,ELEC-1197,59,54.36,Received in full
PO-2024-00663,3,ELEC-1036,63,2.33,Received in full
PO-2024-00663,4,TOOL-1003,36,28.4,Received in full
PO-2024-00664,1,VALV-1007,32,11.72,Received in full
PO-2024-00664,2,VENT-1185,6,72.13,Received in full
PO-2024-00664,3,RENW-1068,3,2786.91,Received in full
PO-2024-00664,4,HEAT-1022,6,216.97,Received in full
PO-2024-00665,1,DRAIN-1158,264,59.79,Part received
PO-2024-00665,2,VALV-1192,138,27.77,Part received
PO-2024-00666,1,VENT-1214,16,158.94,Received in full
PO-2024-00667,1,RENW-1081,3,2071.66,Received in full
PO-2024-00668,1,VALV-1075,15,27.09,Received in full
PO-2024-00668,2,RENW-1087,18,1007.24,Received in full
PO-2024-00668,3,VENT-1009,11,430.52,Received in full
PO-2024-00668,4,RENW-1192,8,1167.61,Received in full
PO-2024-00669,1,VENT-1028,6,396.74,Received in full
PO-2024-00669,2,PIPE-1150,300,0.39,Part received
PO-2024-00670,1,PIPE-1029,405,4.29,Received in full
PO-2024-00671,1,PIPE-1029,180,4.27,Received in full
PO-2024-00672,1,PIPE-1004,152,1.6,Part received
PO-2024-00672,2,RENW-1100,13,666.0,Received in full
PO-2024-00673,1,VALV-1121,42,82.41,Received in full
PO-2024-00674,1,ELEC-1102,54,11.29,Received in full
PO-2024-00674,2,TOOL-1219,44,0.86,Received in full
PO-2024-00674,3,DRAIN-1016,53,75.09,Received in full
PO-2024-00675,1,ELEC-1107,156,2.48,Received in full
PO-2024-00675,2,TOOL-1077,91,2.59,Received in full
PO-2024-00676,1,TOOL-1077,240,1.93,Part received
PO-2024-00677,1,DRAIN-1145,38,14.3,Received in full
PO-2024-00678,1,RENW-1035,9,1438.34,Received in full
PO-2024-00678,2,RENW-1152,6,1943.06,Received in full
PO-2024-00679,1,VENT-1134,8,46.38,Received in full
PO-2024-00679,2,RENW-1171,6,729.97,Received in full
PO-2024-00679,3,TOOL-1149,41,3.25,Received in full
PO-2024-00679,4,DRAIN-1033,24,8.72,Received in full
PO-2024-00680,1,ELEC-1088,125,13.25,Received in full
PO-2024-00681,1,VALV-1065,20,92.85,Received in full
PO-2024-00681,2,VALV-1204,19,37.58,Received in full
PO-2024-00681,3,PIPE-1061,378,2.11,Part received
PO-2024-00682,1,ELEC-1008,72,4.42,Received in full
PO-2024-00682,2,ELEC-1143,56,16.27,Received in full
PO-2024-00683,1,TOOL-1137,52,21.27,Received in full
PO-2024-00683,2,ELEC-1102,54,11.39,Received in full
PO-2024-00684,1,PIPE-1109,450,3.43,Part received
PO-2024-00684,2,VALV-1056,28,24.74,Received in full
PO-2024-00685,1,PIPE-1064,200,8.13,Received in full
PO-2024-00686,1,DRAIN-1145,46,14.25,Received in full
PO-2024-00687,1,ELEC-1049,156,34.55,Received in full
PO-2024-00687,2,DRAIN-1106,24,9.65,Received in full
PO-2024-00688,1,ELEC-1204,190,17.64,Part received
PO-2024-00688,2,ELEC-1088,180,13.09,Received in full
PO-2024-00689,1,PIPE-1029,465,4.38,Received in full
PO-2024-00689,2,VALV-1024,15,116.81,Received in full
PO-2024-00689,3,RENW-1061,8,1665.69,Received in full
PO-2024-00690,1,ELEC-1214,168,1.4,Received in full
PO-2024-00691,1,VENT-1053,6,31.07,Received in full
PO-2024-00691,2,VENT-1214,18,158.79,Received in full
PO-2024-00691,3,RENW-1105,5,2717.87,Received in full
PO-2024-00691,4,ELEC-1197,71,54.9,Received in full
PO-2024-00692,1,TOOL-1110,144,16.18,Part received
PO-2024-00692,2,TOOL-1051,77,0.83,Part received
PO-2024-00692,3,VALV-1102,84,48.27,Part received
PO-2024-00692,4,TOOL-1144,90,1.04,Part received
PO-2024-00693,1,PIPE-1206,168,0.54,Received in full
PO-2024-00693,2,DRAIN-1179,120,103.28,Received in full
PO-2024-00693,3,VALV-1007,25,11.5,Received in full
PO-2024-00693,4,TOOL-1087,42,2.22,Received in full
PO-2024-00694,1,VENT-1084,8,39.91,Part received
PO-2024-00694,2,HEAT-1016,6,461.59,Received in full
PO-2024-00695,1,ELEC-1107,72,2.44,Received in full
PO-2024-00696,1,PIPE-1064,232,8.21,Received in full
PO-2024-00696,2,VENT-1066,8,43.3,Received in full
PO-2024-00697,1,VALV-1172,15,66.07,Received in full
PO-2024-00697,2,VENT-1060,6,122.12,Received in full
PO-2024-00698,1,TOOL-1003,36,28.08,Received in full
PO-2024-00698,2,TOOL-1018,66,1.11,Received in full
PO-2024-00698,3,RENW-1087,21,1022.79,Received in full
PO-2024-00699,1,PIPE-1168,372,0.87,Part received
PO-2024-00699,2,ELEC-1036,54,2.31,Received in full
PO-2024-00699,3,VALV-1007,18,11.77,Received in full
PO-2024-00700,1,TOOL-1175,102,2.2,Part received
PO-2024-00700,2,TOOL-1067,258,5.82,Part received
PO-2024-00701,1,DRAIN-1047,100,169.41,Received in full
PO-2024-00702,1,PIPE-1094,198,7.82,Part received
PO-2024-00703,1,ELEC-1117,54,3.43,Part received
PO-2024-00704,1,VENT-1129,9,54.49,Received in full
PO-2024-00704,2,PIPE-1156,152,0.54,Received in full
PO-2024-00704,3,ELEC-1005,54,27.57,Received in full
PO-2024-00705,1,ELEC-1217,98,103.49,Part received
PO-2024-00705,2,ELEC-1184,56,105.96,Part received
PO-2024-00705,3,VENT-1119,10,624.86,Received in full
PO-2024-00705,4,TOOL-1092,40,30.76,Received in full
PO-2024-00706,1,VENT-1095,26,144.15,Received in full
PO-2024-00706,2,HEAT-1130,13,665.17,Received in full
PO-2024-00706,3,PIPE-1004,296,1.61,Received in full
PO-2024-00706,4,VALV-1007,32,11.64,Received in full
PO-2024-00707,1,PIPE-1142,180,0.43,Received in full
PO-2024-00707,2,VENT-1002,18,59.34,Received in full
PO-2024-00707,3,DRAIN-1037,24,22.49,Received in full
PO-2024-00708,1,DRAIN-1130,25,57.94,Part received
PO-2024-00708,2,VENT-1084,21,39.15,Received in full
PO-2024-00708,3,TOOL-1175,45,2.76,Part received
PO-2024-00709,1,PIPE-1064,152,8.19,Received in full
PO-2024-00710,1,RENW-1100,26,664.92,Received in full
PO-2024-00710,2,HEAT-1130,10,661.35,Received in full
PO-2024-00710,3,TOOL-1128,510,2.53,Part received
PO-2024-00710,4,PIPE-1214,152,0.42,Received in full
PO-2024-00711,1,VALV-1080,22,130.81,Received in full
PO-2024-00711,2,VALV-1204,21,38.59,Received in full
PO-2024-00711,3,VALV-1014,24,38.57,Received in full
PO-2024-00711,4,VALV-1091,43,68.47,Received in full
PO-2024-00712,1,TOOL-1201,36,11.75,Received in full
PO-2024-00713,1,DRAIN-1179,55,104.15,Received in full
PO-2024-00714,1,RENW-1000,19,1713.17,Received in full
PO-2024-00714,2,PIPE-1109,504,3.42,Received in full
PO-2024-00715,1,RENW-1186,4,1439.88,Received in full
PO-2024-00716,1,VENT-1043,12,47.11,Received in full
PO-2024-00716,2,RENW-1081,3,2032.17,Received in full
PO-2024-00717,1,DRAIN-1192,29,116.03,Received in full
PO-2024-00718,1,VALV-1152,24,9.21,Received in full
PO-2024-00718,2,VALV-1084,32,110.95,Received in full
PO-2024-00719,1,DRAIN-1204,96,5.05,Part received
PO-2024-00719,2,PIPE-1189,342,0.9,Part received
PO-2024-00719,3,PIPE-1025,2079,1.81,Part received
PO-2024-00719,4,PIPE-1044,1666,11.11,Part received
PO-2024-00720,1,TOOL-1137,45,21.02,Received in full
PO-2024-00720,2,RENW-1100,60,666.31,Received in full
PO-2024-00720,3,TOOL-1128,425,2.54,Part received
PO-2024-00721,1,VALV-1110,20,11.72,Part received
PO-2024-00722,1,ELEC-1217,266,101.45,Part received
PO-2024-00723,1,VALV-1121,17,82.75,Received in full
PO-2024-00724,1,PIPE-1064,272,8.17,Part received
PO-2024-00724,2,ELEC-1008,171,4.43,Received in full
PO-2024-00725,1,TOOL-1137,62,21.11,Received in full
PO-2024-00725,2,PIPE-1206,240,0.55,Part received
PO-2024-00725,3,DRAIN-1179,175,101.85,Received in full
PO-2024-00726,1,ELEC-1150,85,15.18,Received in full
PO-2024-00726,2,ELEC-1217,210,103.52,Part received
PO-2024-00727,1,DRAIN-1084,24,7.4,Received in full
PO-2024-00728,1,DRAIN-1214,29,34.55,Received in full
PO-2024-00729,1,ELEC-1197,59,55.14,Received in full
PO-2024-00730,1,VENT-1095,8,144.19,Received in full
PO-2024-00731,1,TOOL-1110,36,20.25,Received in full
PO-2024-00732,1,HEAT-1103,7,197.44,Received in full
PO-2024-00732,2,VENT-1040,6,26.06,Received in full
PO-2024-00732,3,PIPE-1004,248,1.63,Received in full
PO-2024-00732,4,ELEC-1036,76,2.32,Received in full
PO-2024-00733,1,VENT-1119,22,638.93,Received in full
PO-2024-00734,1,VALV-1091,17,69.62,Received in full
PO-2024-00734,2,VALV-1204,15,38.05,Received in full
PO-2024-00734,3,VALV-1065,15,91.82,Received in full
PO-2024-00734,4,VALV-1192,22,37.65,Part received
PO-2024-00735,1,VALV-1196,15,35.48,Received in full
PO-2024-00735,2,PIPE-1206,198,0.54,Part received
PO-2024-00735,3,HEAT-1161,6,776.99,Received in full
PO-2024-00735,4,VENT-1009,11,426.57,Received in full
PO-2024-00736,1,PIPE-1029,405,4.37,Received in full
PO-2024-00737,1,DRAIN-1106,47,9.55,Received in full
PO-2024-00737,2,TOOL-1182,36,2.41,Received in full
PO-2024-00738,1,HEAT-1142,11,431.72,Received in full
PO-2024-00738,2,DRAIN-1016,53,74.57,Received in full
PO-2024-00739,1,VALV-1172,15,64.98,Received in full
PO-2024-00739,2,VENT-1103,8,183.79,Received in full
PO-2024-00740,1,TOOL-1110,64,20.28,Received in full
PO-2024-00740,2,PIPE-1201,1984,11.51,Part received
PO-2024-00740,3,ELEC-1204,145,17.17,Received in full
PO-2024-00741,1,RENW-1000,42,1342.54,Received in full
PO-2024-00741,2,PIPE-1038,468,1.06,Part received
PO-2024-00742,1,ELEC-1008,72,4.39,Part received
PO-2024-00743,1,ELEC-1214,66,1.38,Received in full
PO-2024-00744,1,VALV-1110,15,11.68,Received in full
PO-2024-00745,1,RENW-1000,42,1326.59,Received in full
PO-2024-00746,1,HEAT-1073,7,400.69,Received in full
PO-2024-00746,2,DRAIN-1122,24,38.58,Received in full
PO-2024-00746,3,TOOL-1155,36,36.3,Received in full
PO-2024-00747,1,DRAIN-1068,24,9.59,Received in full
PO-2024-00748,1,PIPE-1168,372,0.88,Received in full
PO-2024-00748,2,RENW-1100,13,662.07,Received in full
PO-2024-00748,3,PIPE-1214,152,0.42,Received in full
PO-2024-00748,4,TOOL-1219,36,0.87,Received in full
PO-2024-00749,1,PIPE-1070,150,13.32,Part received
PO-2024-00749,2,VALV-1056,15,24.8,Received in full
PO-2024-00749,3,VENT-1084,8,39.39,Received in full
PO-2024-00750,1,VENT-1176,6,43.45,Received in full
PO-2024-00750,2,DRAIN-1075,25,62.78,Received in full
PO-2024-00750,3,RENW-1022,5,1197.33,Received in full
PO-2024-00750,4,RENW-1158,3,2799.65,Received in full
PO-2024-00751,1,DRAIN-1005,32,6.96,Received in full
PO-2024-00751,2,HEAT-1151,8,627.9,Received in full
PO-2024-00751,3,RENW-1212,4,1950.38,Received in full
PO-2024-00752,1,HEAT-1124,24,492.84,Received in full
PO-2024-00753,1,RENW-1095,4,2123.26,Received in full
PO-2024-00754,1,VALV-1084,84,82.55,Part received
PO-2024-00754,2,DRAIN-1106,132,7.58,Part received
PO-2024-00754,3,TOOL-1144,90,1.04,Received in full
PO-2024-00754,4,PIPE-1189,342,0.88,Part received
PO-2024-00755,1,ELEC-1204,130,17.53,Received in full
PO-2024-00756,1,PIPE-1165,192,14.28,Received in full
PO-2024-00756,2,HEAT-1130,8,666.7,Received in full
PO-2024-00756,3,VENT-1214,16,157.4,Received in full
PO-2024-00757,1,ELEC-1150,75,14.88,Part received
PO-2024-00758,1,RENW-1087,36,777.1,Part received
PO-2024-00758,2,DRAIN-1106,132,7.53,Part received
PO-2024-00758,3,PIPE-1044,1666,11.16,Part received
PO-2024-00759,1,ELEC-1214,204,1.4,Part received
PO-2024-00760,1,PIPE-1109,504,3.4,Part received
PO-2024-00760,2,PIPE-1070,162,13.03,Received in full
PO-2024-00761,1,VENT-1095,21,142.85,Received in full
PO-2024-00761,2,VENT-1214,18,158.67,Received in full
PO-2024-00761,3,TOOL-1003,36,28.32,Received in full
PO-2024-00761,4,ELEC-1197,71,55.15,Received in full
PO-2024-00762,1,VENT-1214,49,121.58,Received in full
PO-2024-00762,2,VALV-1154,28,47.41,Received in full
PO-2024-00762,3,VALV-1075,20,21.27,Part received
PO-2024-00762,4,TOOL-1051,77,0.84,Received in full
PO-2024-00763,1,VALV-1024,15,115.48,Received in full
PO-2024-00763,2,PIPE-1126,150,7.57,Received in full
PO-2024-00764,1,HEAT-1016,6,465.32,Received in full
PO-2024-00764,2,PIPE-1119,288,6.77,Received in full
PO-2024-00765,1,DRAIN-1145,24,14.37,Received in full
PO-2024-00766,1,PIPE-1206,150,0.55,Received in full
PO-2024-00767,1,HEAT-1082,15,210.42,Received in full
PO-2024-00767,2,HEAT-1059,5,271.57,Received in full
PO-2024-00768,1,DRAIN-1145,46,14.32,Received in full
PO-2024-00768,2,ELEC-1194,68,51.63,Received in full
PO-2024-00768,3,RENW-1152,6,1908.64,Received in full
PO-2024-00769,1,ELEC-1214,144,1.4,Received in full
PO-2024-00770,1,DRAIN-1145,38,14.25,Received in full
PO-2024-00771,1,ELEC-1217,98,101.4,Received in full
PO-2024-00771,2,ELEC-1150,55,14.79,Received in full
PO-2024-00772,1,VENT-1149,11,47.27,Received in full
PO-2024-00772,2,TOOL-1124,36,21.7,Received in full
PO-2024-00773,1,PIPE-1029,180,4.29,Received in full
PO-2024-00774,1,VALV-1102,84,49.32,Part received
PO-2024-00775,1,ELEC-1134,112,87.68,Received in full
PO-2024-00776,1,VENT-1019,11,59.19,Received in full
PO-2024-00777,1,VALV-1163,15,73.44,Received in full
PO-2024-00777,2,ELEC-1119,54,67.56,Received in full
PO-2024-00777,3,PIPE-1029,465,4.35,Part received
PO-2024-00777,4,TOOL-1201,36,12.06,Received in full
PO-2024-00778,1,ELEC-1131,150,20.15,Part received
PO-2024-00779,1,DRAIN-1009,24,7.1,Received in full
PO-2024-00779,2,DRAIN-1033,24,8.74,Received in full
PO-2024-00779,3,RENW-1171,6,728.23,Received in full
PO-2024-00779,4,VENT-1134,8,47.0,Received in full
PO-2024-00780,1,ELEC-1049,338,34.28,Received in full
PO-2024-00781,1,VENT-1019,66,42.66,Part received
PO-2024-00782,1,PIPE-1119,600,6.82,Part received
PO-2024-00782,2,TOOL-1175,36,2.79,Received in full
PO-2024-00782,3,PIPE-1109,450,3.39,Part received
PO-2024-00783,1,VALV-1192,55,38.26,Received in full
PO-2024-00783,2,VALV-1204,21,37.9,Part received
PO-2024-00784,1,RENW-1070,4,811.69,Received in full
PO-2024-00785,1,VENT-1028,6,388.62,Received in full
PO-2024-00786,1,RENW-1031,8,2087.18,Received in full
PO-2024-00786,2,DRAIN-1158,112,78.74,Received in full
PO-2024-00787,1,RENW-1100,26,664.6,Received in full
PO-2024-00787,2,VALV-1002,15,50.01,Received in full
PO-2024-00787,3,TOOL-1171,36,16.75,Received in full
PO-2024-00788,1,DRAIN-1161,60,7.86,Received in full
PO-2024-00788,2,ELEC-1134,112,86.4,Part received
PO-2024-00789,1,PIPE-1004,208,1.6,Received in full
PO-2024-00790,1,ELEC-1107,72,2.44,Received in full
PO-2024-00791,1,ELEC-1184,273,78.98,Part received
PO-2024-00792,1,TOOL-1087,36,2.23,Received in full
PO-2024-00792,2,RENW-1100,13,658.88,Received in full
PO-2024-00792,3,RENW-1087,9,1013.87,Received in full
PO-2024-00793,1,VALV-1187,17,11.2,Received in full
PO-2024-00793,2,DRAIN-1082,24,6.11,Received in full
PO-2024-00793,3,DRAIN-1075,25,61.95,Received in full
PO-2024-00793,4,TOOL-1115,36,1.02,Received in full
PO-2024-00794,1,DRAIN-1047,33,173.7,Received in full
PO-2024-00795,1,PIPE-1165,510,10.95,Part received
PO-2024-00795,2,HEAT-1203,30,477.77,Part received
PO-2024-00796,1,TOOL-1067,144,7.38,Part received
PO-2024-00797,1,ELEC-1143,116,16.19,Received in full
PO-2024-00797,2,PIPE-1064,232,8.25,Part received
PO-2024-00798,1,ELEC-1214,168,1.38,Part received
PO-2024-00798,2,RENW-1018,3,1827.16,Received in full
PO-2024-00799,1,DRAIN-1084,24,7.41,Received in full
PO-2024-00799,2,VENT-1129,9,53.02,Received in full
PO-2024-00800,1,DRAIN-1130,25,57.6,Received in full
PO-2024-00800,2,PIPE-1119,672,6.77,Part received
PO-2024-00800,3,VALV-1056,33,24.6,Received in full
PO-2024-00800,4,VENT-1084,21,39.59,Received in full
PO-2024-00801,1,TOOL-1021,238,1.35,Part received
PO-2024-00801,2,TOOL-1110,144,16.15,Part received
PO-2024-00801,3,PIPE-1175,160,0.28,Part received
PO-2024-00801,4,TOOL-1155,72,26.68,Received in full
PO-2024-00802,1,ELEC-1049,870,27.31,Part received
PO-2024-00802,2,TOOL-1031,147,11.15,Part received
PO-2024-00803,1,HEAT-1082,9,206.45,Received in full
PO-2024-00804,1,ELEC-1204,60,17.49,Part received
PO-2024-00805,1,PIPE-1101,150,1.81,Part received
PO-2024-00805,2,TOOL-1219,36,0.85,Received in full
PO-2024-00806,1,VENT-1185,6,71.02,Received in full
PO-2024-00806,2,DRAIN-1179,145,103.51,Received in full
PO-2024-00806,3,HEAT-1103,7,201.31,Received in full
PO-2024-00806,4,RENW-1192,8,1166.25,Received in full
PO-2024-00807,1,ELEC-1131,378,14.64,Part received
PO-2024-00807,2,PIPE-1165,510,10.78,Part received
PO-2024-00808,1,DRAIN-1016,46,73.32,Received in full
PO-2024-00809,1,HEAT-1064,24,216.98,Received in full
PO-2024-00809,2,PIPE-1168,2118,0.7,Part received
PO-2024-00810,1,HEAT-1082,14,209.45,Received in full
PO-2024-00811,1,ELEC-1217,182,102.59,Part received
PO-2024-00811,2,VENT-1119,22,628.87,Part received
PO-2024-00812,1,VENT-1084,19,39.11,Received in full
PO-2024-00812,2,TOOL-1175,36,2.79,Received in full
PO-2024-00813,1,HEAT-1016,6,471.25,Received in full
PO-2024-00813,2,VENT-1084,8,38.99,Received in full
PO-2024-00814,1,VENT-1084,48,31.46,Part received
PO-2024-00814,2,VALV-1192,138,27.61,Part received
PO-2024-00815,1,ELEC-1158,54,5.01,Part received
PO-2024-00815,2,DRAIN-1009,24,7.13,Received in full
PO-2024-00816,1,DRAIN-1095,55,108.41,Received in full
PO-2024-00816,2,TOOL-1201,36,11.72,Received in full
PO-2024-00817,1,RENW-1022,5,1181.87,Received in full
PO-2024-00817,2,HEAT-1022,6,216.13,Received in full
PO-2024-00817,3,RENW-1180,18,1935.54,Received in full
PO-2024-00817,4,TOOL-1128,510,2.5,Part received
PO-2024-00818,1,TOOL-1087,61,2.18,Received in full
PO-2024-00818,2,PIPE-1004,296,1.62,Received in full
PO-2024-00819,1,RENW-1000,19,1678.62,Received in full
PO-2024-00820,1,PIPE-1094,198,7.74,Part received
PO-2024-00821,1,ELEC-1088,140,13.01,Received in full
PO-2024-00822,1,ELEC-1150,85,14.85,Received in full
PO-2024-00822,2,DRAIN-1204,42,6.92,Received in full
PO-2024-00822,3,VENT-1119,26,620.62,Received in full
PO-2024-00822,4,TOOL-1092,70,30.39,Received in full
PO-2024-00823,1,DRAIN-1179,55,103.97,Received in full
PO-2024-00823,2,PIPE-1135,150,4.13,Part received
PO-2024-00824,1,TOOL-1087,51,2.22,Received in full
PO-2024-00824,2,VENT-1185,6,70.94,Received in full
PO-2024-00825,1,VALV-1121,38,81.71,Received in full
PO-2024-00826,1,HEAT-1142,10,437.98,Received in full
PO-2024-00826,2,TOOL-1163,40,6.81,Received in full
PO-2024-00826,3,VALV-1007,25,11.47,Received in full
PO-2024-00827,1,HEAT-1200,6,945.05,Received in full
PO-2024-00827,2,PIPE-1061,377,2.06,Part received
PO-2024-00827,3,TOOL-1155,36,35.88,Received in full
PO-2024-00827,4,TOOL-1067,104,7.38,Received in full
PO-2024-00828,1,ELEC-1150,75,14.86,Received in full
PO-2024-00829,1,PIPE-1142,150,0.43,Received in full
PO-2024-00830,1,HEAT-1137,7,596.05,Received in full
PO-2024-00830,2,PIPE-1156,152,0.52,Received in full
PO-2024-00831,1,VALV-1065,24,91.75,Received in full
PO-2024-00831,2,VALV-1192,55,38.51,Part received
PO-2024-00831,3,VALV-1014,24,38.98,Received in full
PO-2024-00832,1,DRAIN-1145,46,14.55,Received in full
