sales_order_number,customer_account,warehouse_code,order_date,requested_delivery_date,despatch_date,order_channel,order_status
SO-2024-01230,C1366,DAV,2024-03-28,2024-04-04,2024-03-28,Telephone,Part despatched
SO-2024-01231,C1234,WAR,2024-03-28,2024-04-03,2024-04-02,Web,Despatched
SO-2024-01232,C1724,WAR,2024-03-28,2024-04-03,2024-04-04,Web,Despatched
SO-2024-01233,C1032,WAR,2024-03-28,2024-04-05,2024-04-02,Web,Part despatched
SO-2024-01234,C1560,WAR,2024-03-28,2024-04-05,2024-03-28,Web,Despatched
SO-2024-01235,C1057,WAR,2024-03-28,2024-04-04,2024-03-28,Account manager,Part despatched
SO-2024-01236,C1656,WAR,2024-03-28,2024-04-02,2024-03-28,Trade counter,Despatched
SO-2024-01237,C1790,WAR,2024-03-28,2024-04-02,2024-04-02,Telephone,Part despatched
SO-2024-01238,C1391,WAR,2024-03-28,2024-04-03,2024-03-28,Telephone,Despatched
SO-2024-01239,C1234,WAR,2024-03-28,2024-04-03,2024-04-03,Trade counter,Despatched
SO-2024-01240,C1057,WAR,2024-03-28,2024-04-04,2024-03-28,Trade counter,Despatched
SO-2024-01241,C1878,LIV,2024-03-28,2024-04-02,2024-03-28,Trade counter,Despatched
SO-2024-01242,C1607,LIV,2024-03-28,2024-04-03,2024-03-28,Account manager,Part despatched
SO-2024-01243,C1726,LIV,2024-03-28,2024-04-05,2024-03-28,Trade counter,Despatched
SO-2024-01244,C1429,DAV,2024-04-02,2024-04-04,2024-04-02,Telephone,Despatched
SO-2024-01245,C1708,DAV,2024-04-02,2024-04-03,2024-04-02,Account manager,Despatched
SO-2024-01246,C1299,DAV,2024-04-02,2024-04-05,2024-04-04,Web,Part despatched
SO-2024-01247,C1371,DAV,2024-04-02,2024-04-04,2024-04-03,Trade counter,Part despatched
SO-2024-01248,C1251,DAV,2024-04-02,2024-04-05,2024-04-03,Trade counter,Part despatched
SO-2024-01249,C1389,DAV,2024-04-02,2024-04-08,2024-04-02,Trade counter,Despatched
SO-2024-01250,C1429,DAV,2024-04-02,2024-04-03,2024-04-02,Telephone,Part despatched
SO-2024-01251,C1234,WAR,2024-04-02,2024-04-05,2024-04-02,Telephone,Despatched
SO-2024-01252,C1474,WAR,2024-04-02,2024-04-05,2024-04-02,Telephone,Despatched
SO-2024-01253,C1355,WAR,2024-04-02,2024-04-03,2024-04-04,Account manager,Despatched
SO-2024-01254,C1844,WAR,2024-04-02,2024-04-03,2024-04-02,Trade counter,Despatched
SO-2024-01255,C1032,WAR,2024-04-02,2024-04-05,2024-04-02,Trade counter,Part despatched
SO-2024-01256,C1988,WAR,2024-04-02,2024-04-04,2024-04-02,Trade counter,Part despatched
SO-2024-01257,C1085,LIV,2024-04-02,2024-04-05,2024-04-02,Trade counter,Despatched
SO-2024-01258,C1904,LIV,2024-04-02,2024-04-05,2024-04-02,Trade counter,Despatched
SO-2024-01259,C1098,DAV,2024-04-03,2024-04-08,2024-04-04,Trade counter,Part despatched
SO-2024-01260,C1515,DAV,2024-04-03,2024-04-09,2024-04-03,Web,Part despatched
SO-2024-01261,C1427,DAV,2024-04-03,2024-04-08,2024-04-03,Trade counter,Part despatched
SO-2024-01262,C1207,WAR,2024-04-03,2024-04-08,2024-04-03,Web,Part despatched
SO-2024-01263,C1051,WAR,2024-04-03,2024-04-04,2024-04-03,Trade counter,Despatched
SO-2024-01264,C1057,WAR,2024-04-03,2024-04-09,2024-04-03,Web,Part despatched
SO-2024-01265,C1844,WAR,2024-04-03,2024-04-08,2024-04-03,Telephone,Despatched
SO-2024-01266,C1844,WAR,2024-04-03,2024-04-09,2024-04-03,Trade counter,Despatched
SO-2024-01267,C1032,WAR,2024-04-03,2024-04-09,2024-04-03,Telephone,Despatched
SO-2024-01268,C1207,WAR,2024-04-03,2024-04-08,2024-04-03,Telephone,Part despatched
SO-2024-01269,C1821,LIV,2024-04-03,2024-04-05,2024-04-03,Telephone,Despatched
SO-2024-01270,C1830,DAV,2024-04-04,2024-04-09,2024-04-04,Trade counter,Despatched
SO-2024-01271,C1410,DAV,2024-04-04,2024-04-09,2024-04-04,Telephone,Despatched
SO-2024-01272,C1488,DAV,2024-04-04,2024-04-08,2024-04-04,Telephone,Despatched
SO-2024-01273,C1410,DAV,2024-04-04,2024-04-08,2024-04-04,Account manager,Despatched
SO-2024-01274,C1183,DAV,2024-04-04,2024-04-05,2024-04-04,Trade counter,Despatched
SO-2024-01275,C1235,DAV,2024-04-04,2024-04-09,2024-04-04,Telephone,Despatched
SO-2024-01276,C1429,DAV,2024-04-04,2024-04-09,2024-04-04,Account manager,Despatched
SO-2024-01277,C1145,DAV,2024-04-04,2024-04-09,2024-04-09,Web,Part despatched
SO-2024-01278,C1901,DAV,2024-04-04,2024-04-08,2024-04-04,Telephone,Part despatched
SO-2024-01279,C1194,DAV,2024-04-04,2024-04-05,2024-04-08,Telephone,Despatched
SO-2024-01280,C1114,DAV,2024-04-04,2024-04-05,2024-04-04,Telephone,Part despatched
SO-2024-01281,C1527,DAV,2024-04-04,2024-04-08,2024-04-04,Account manager,Despatched
SO-2024-01282,C1844,WAR,2024-04-04,2024-04-10,2024-04-04,Telephone,Despatched
SO-2024-01283,C1234,WAR,2024-04-04,2024-04-09,2024-04-04,Trade counter,Part despatched
SO-2024-01284,C1243,WAR,2024-04-04,2024-04-08,2024-04-04,Telephone,Despatched
SO-2024-01285,C1454,WAR,2024-04-04,2024-04-08,2024-04-04,Account manager,Despatched
SO-2024-01286,C1955,WAR,2024-04-04,2024-04-09,2024-04-04,Trade counter,Despatched
SO-2024-01287,C1558,WAR,2024-04-04,2024-04-09,2024-04-04,Trade counter,Despatched
SO-2024-01288,C1817,LIV,2024-04-04,2024-04-09,2024-04-04,Trade counter,Despatched
SO-2024-01289,C1723,LIV,2024-04-04,2024-04-10,2024-04-04,Account manager,Despatched
SO-2024-01290,C1634,LIV,2024-04-04,2024-04-10,2024-04-04,Telephone,Part despatched
SO-2024-01291,C1423,LIV,2024-04-04,2024-04-05,2024-04-05,Web,Despatched
SO-2024-01292,C1512,DAV,2024-04-05,2024-04-11,2024-04-05,Web,Despatched
SO-2024-01293,C1593,DAV,2024-04-05,2024-04-09,2024-04-05,Telephone,Part despatched
SO-2024-01294,C1888,DAV,2024-04-05,2024-04-08,2024-04-05,Telephone,Despatched
SO-2024-01295,C1084,DAV,2024-04-05,2024-04-08,2024-04-10,Telephone,Despatched
SO-2024-01296,C1035,DAV,2024-04-05,2024-04-10,2024-04-05,Account manager,Despatched
SO-2024-01297,C1931,DAV,2024-04-05,2024-04-11,2024-04-05,Telephone,Despatched
SO-2024-01298,C1447,DAV,2024-04-05,2024-04-08,2024-04-05,Trade counter,Despatched
SO-2024-01299,C1164,WAR,2024-04-05,2024-04-11,2024-04-05,Web,Despatched
SO-2024-01300,C1848,WAR,2024-04-05,2024-04-09,2024-04-05,Web,Despatched
SO-2024-01301,C1032,WAR,2024-04-05,2024-04-10,2024-04-05,Account manager,Despatched
SO-2024-01302,C1182,WAR,2024-04-05,2024-04-11,2024-04-05,Trade counter,Part despatched
SO-2024-01303,C1402,WAR,2024-04-05,2024-04-10,2024-04-05,Web,Part despatched
SO-2024-01304,C1032,WAR,2024-04-05,2024-04-11,2024-04-05,Trade counter,Despatched
SO-2024-01305,C1821,LIV,2024-04-05,2024-04-11,2024-04-05,Account manager,Despatched
SO-2024-01306,C1168,LIV,2024-04-05,2024-04-11,2024-04-08,Account manager,Despatched
SO-2024-01307,C1856,LIV,2024-04-05,2024-04-09,2024-04-05,Web,Despatched
SO-2024-01308,C1435,LIV,2024-04-05,2024-04-11,2024-04-05,Telephone,Despatched
SO-2024-01309,C1085,LIV,2024-04-05,2024-04-11,2024-04-05,Telephone,Despatched
SO-2024-01310,C1566,LIV,2024-04-05,2024-04-10,2024-04-09,Trade counter,Despatched
SO-2024-01311,C1110,DAV,2024-04-08,2024-04-11,2024-04-09,Web,Despatched
SO-2024-01312,C1881,DAV,2024-04-08,2024-04-09,2024-04-11,Telephone,Despatched
SO-2024-01313,C1278,DAV,2024-04-08,2024-04-10,2024-04-08,Telephone,Despatched
SO-2024-01314,C1563,DAV,2024-04-08,2024-04-11,2024-04-08,Account manager,Despatched
SO-2024-01315,C1209,DAV,2024-04-08,2024-04-10,2024-04-08,Telephone,Despatched
SO-2024-01316,C1367,DAV,2024-04-08,2024-04-12,2024-04-09,Web,Despatched
SO-2024-01317,C1092,DAV,2024-04-08,2024-04-11,2024-04-08,Trade counter,Despatched
SO-2024-01318,C1183,DAV,2024-04-08,2024-04-12,2024-04-08,Trade counter,Despatched
SO-2024-01319,C1515,DAV,2024-04-08,2024-04-12,2024-04-08,Telephone,Part despatched
SO-2024-01320,C1497,WAR,2024-04-08,2024-04-12,2024-04-08,Web,Despatched
SO-2024-01321,C1032,WAR,2024-04-08,2024-04-12,2024-04-08,Trade counter,Part despatched
SO-2024-01322,C1896,WAR,2024-04-08,2024-04-11,2024-04-11,Trade counter,Despatched
SO-2024-01323,C1535,WAR,2024-04-08,2024-04-10,2024-04-08,Web,Despatched
SO-2024-01324,C1955,WAR,2024-04-08,2024-04-12,2024-04-08,Web,Despatched
SO-2024-01325,C1866,WAR,2024-04-08,2024-04-11,2024-04-08,Trade counter,Despatched
SO-2024-01326,C1850,WAR,2024-04-08,2024-04-12,2024-04-09,Account manager,Despatched
SO-2024-01327,C1032,WAR,2024-04-08,2024-04-12,2024-04-08,Trade counter,Part despatched
SO-2024-01328,C1085,LIV,2024-04-08,2024-04-11,2024-04-08,Account manager,Despatched
SO-2024-01329,C1584,LIV,2024-04-08,2024-04-11,2024-04-08,Telephone,Part despatched
SO-2024-01330,C1856,LIV,2024-04-08,2024-04-11,2024-04-08,Trade counter,Despatched
SO-2024-01331,C1911,LIV,2024-04-08,2024-04-10,2024-04-10,Trade counter,Despatched
SO-2024-01332,C1878,LIV,2024-04-08,2024-04-09,2024-04-08,Account manager,Part despatched
SO-2024-01333,C1878,LIV,2024-04-08,2024-04-11,2024-04-08,Web,Despatched
SO-2024-01334,C1734,DAV,2024-04-09,2024-04-11,2024-04-09,Web,Despatched
SO-2024-01335,C1559,DAV,2024-04-09,2024-04-10,2024-04-09,Account manager,Despatched
SO-2024-01336,C1593,DAV,2024-04-09,2024-04-15,2024-04-09,Trade counter,Part despatched
SO-2024-01337,C1334,DAV,2024-04-09,2024-04-12,2024-04-09,Web,Despatched
SO-2024-01338,C1098,DAV,2024-04-09,2024-04-15,2024-04-09,Trade counter,Part despatched
SO-2024-01339,C1599,DAV,2024-04-09,2024-04-12,2024-04-09,Trade counter,Part despatched
SO-2024-01340,C1145,DAV,2024-04-09,2024-04-12,2024-04-10,Trade counter,Despatched
SO-2024-01341,C1429,DAV,2024-04-09,2024-04-10,2024-04-10,Telephone,Despatched
SO-2024-01342,C1613,DAV,2024-04-09,2024-04-11,2024-04-09,Telephone,Despatched
SO-2024-01343,C1366,DAV,2024-04-09,2024-04-11,2024-04-09,Account manager,Despatched
SO-2024-01344,C1482,WAR,2024-04-09,2024-04-10,2024-04-10,Trade counter,Despatched
SO-2024-01345,C1051,WAR,2024-04-09,2024-04-12,2024-04-09,Account manager,Part despatched
SO-2024-01346,C1243,WAR,2024-04-09,2024-04-12,2024-04-09,Account manager,Despatched
SO-2024-01347,C1896,WAR,2024-04-09,2024-04-10,2024-04-09,Telephone,Despatched
SO-2024-01348,C1730,WAR,2024-04-09,2024-04-10,2024-04-09,Web,Part despatched
SO-2024-01349,C1948,WAR,2024-04-09,2024-04-15,2024-04-11,Telephone,Despatched
SO-2024-01350,C1454,WAR,2024-04-09,2024-04-11,2024-04-09,Trade counter,Part despatched
SO-2024-01351,C1051,WAR,2024-04-09,2024-04-12,2024-04-09,Telephone,Despatched
SO-2024-01352,C1402,WAR,2024-04-09,2024-04-12,2024-04-09,Trade counter,Part despatched
SO-2024-01353,C1535,WAR,2024-04-09,2024-04-11,2024-04-09,Telephone,Despatched
SO-2024-01354,C1254,LIV,2024-04-09,2024-04-11,2024-04-09,Trade counter,Despatched
SO-2024-01355,C1038,LIV,2024-04-09,2024-04-10,,Trade counter,Cancelled
SO-2024-01356,C1422,LIV,2024-04-09,2024-04-15,2024-04-09,Web,Despatched
SO-2024-01357,C1159,LIV,2024-04-09,2024-04-15,2024-04-09,Telephone,Despatched
SO-2024-01358,C1194,DAV,2024-04-10,2024-04-15,2024-04-11,Web,Despatched
SO-2024-01359,C1176,DAV,2024-04-10,2024-04-11,2024-04-10,Web,Part despatched
SO-2024-01360,C1593,DAV,2024-04-10,2024-04-11,2024-04-10,Telephone,Despatched
SO-2024-01361,C1447,DAV,2024-04-10,2024-04-11,2024-04-10,Account manager,Despatched
SO-2024-01362,C1098,DAV,2024-04-10,2024-04-15,2024-04-10,Web,Despatched
SO-2024-01363,C1097,DAV,2024-04-10,2024-04-11,2024-04-11,Telephone,Despatched
SO-2024-01364,C1320,DAV,2024-04-10,2024-04-15,2024-04-10,Telephone,Part despatched
SO-2024-01365,C1468,DAV,2024-04-10,2024-04-16,2024-04-10,Telephone,Part despatched
SO-2024-01366,C1521,DAV,2024-04-10,2024-04-12,2024-04-10,Account manager,Despatched
SO-2024-01367,C1515,DAV,2024-04-10,2024-04-16,2024-04-10,Web,Despatched
SO-2024-01368,C1447,DAV,2024-04-10,2024-04-11,2024-04-10,Trade counter,Despatched
SO-2024-01369,C1340,DAV,2024-04-10,2024-04-15,2024-04-10,Telephone,Despatched
SO-2024-01370,C1211,DAV,2024-04-10,2024-04-16,2024-04-10,Account manager,Despatched
SO-2024-01371,C1056,DAV,2024-04-10,2024-04-16,2024-04-10,Account manager,Part despatched
SO-2024-01372,C1763,WAR,2024-04-10,2024-04-16,2024-04-10,Web,Despatched
SO-2024-01373,C1051,WAR,2024-04-10,2024-04-12,2024-04-10,Trade counter,Despatched
SO-2024-01374,C1032,WAR,2024-04-10,2024-04-16,2024-04-10,Trade counter,Part despatched
SO-2024-01375,C1032,WAR,2024-04-10,2024-04-11,2024-04-10,Telephone,Despatched
SO-2024-01376,C1964,LIV,2024-04-10,2024-04-16,2024-04-10,Web,Despatched
SO-2024-01377,C1900,LIV,2024-04-10,2024-04-16,2024-04-10,Web,Part despatched
SO-2024-01378,C1266,LIV,2024-04-10,2024-04-15,2024-04-10,Telephone,Despatched
SO-2024-01379,C1211,DAV,2024-04-11,2024-04-17,2024-04-11,Telephone,Despatched
SO-2024-01380,C1385,DAV,2024-04-11,2024-04-17,2024-04-11,Web,Despatched
SO-2024-01381,C1097,DAV,2024-04-11,2024-04-16,2024-04-15,Account manager,Despatched
SO-2024-01382,C1145,DAV,2024-04-11,2024-04-12,2024-04-11,Telephone,Part despatched
SO-2024-01383,C1307,DAV,2024-04-11,2024-04-16,2024-04-11,Account manager,Despatched
SO-2024-01384,C1728,DAV,2024-04-11,2024-04-17,2024-04-16,Trade counter,Despatched
SO-2024-01385,C1073,DAV,2024-04-11,2024-04-16,2024-04-12,Trade counter,Despatched
SO-2024-01386,C1270,DAV,2024-04-11,2024-04-16,2024-04-11,Trade counter,Despatched
SO-2024-01387,C1194,DAV,2024-04-11,2024-04-16,2024-04-11,Telephone,Part despatched
SO-2024-01388,C1593,DAV,2024-04-11,2024-04-17,2024-04-12,Web,Despatched
SO-2024-01389,C1447,DAV,2024-04-11,2024-04-12,2024-04-12,Trade counter,Despatched
SO-2024-01390,C1746,DAV,2024-04-11,2024-04-16,2024-04-11,Account manager,Despatched
SO-2024-01391,C1062,DAV,2024-04-11,2024-04-16,2024-04-15,Telephone,Despatched
SO-2024-01392,C1859,DAV,2024-04-11,2024-04-16,2024-04-11,Web,Despatched
SO-2024-01393,C1952,DAV,2024-04-11,2024-04-16,2024-04-11,Account manager,Despatched
SO-2024-01394,C1057,WAR,2024-04-11,2024-04-15,2024-04-11,Web,Despatched
SO-2024-01395,C1724,WAR,2024-04-11,2024-04-12,2024-04-11,Web,Despatched
SO-2024-01396,C1204,WAR,2024-04-11,2024-04-17,2024-04-11,Telephone,Despatched
SO-2024-01397,C1871,WAR,2024-04-11,2024-04-16,2024-04-11,Trade counter,Despatched
SO-2024-01398,C1032,WAR,2024-04-11,2024-04-17,2024-04-11,Trade counter,Part despatched
SO-2024-01399,C1435,LIV,2024-04-11,2024-04-12,2024-04-12,Trade counter,Despatched
SO-2024-01400,C1004,LIV,2024-04-11,2024-04-17,2024-04-16,Web,Despatched
SO-2024-01401,C1435,LIV,2024-04-11,2024-04-12,2024-04-11,Trade counter,Despatched
SO-2024-01402,C1900,LIV,2024-04-11,2024-04-12,2024-04-11,Web,Despatched
SO-2024-01403,C1432,LIV,2024-04-11,2024-04-12,2024-04-11,Web,Despatched
SO-2024-01404,C1109,LIV,2024-04-11,2024-04-12,2024-04-12,Telephone,Despatched
SO-2024-01405,C1959,LIV,2024-04-11,2024-04-16,2024-04-12,Telephone,Despatched
SO-2024-01406,C1607,LIV,2024-04-11,2024-04-17,2024-04-11,Web,Part despatched
SO-2024-01407,C1413,DAV,2024-04-12,2024-04-16,2024-04-12,Trade counter,Despatched
SO-2024-01408,C1251,DAV,2024-04-12,2024-04-17,2024-04-15,Telephone,Part despatched
SO-2024-01409,C1097,DAV,2024-04-12,2024-04-15,2024-04-12,Trade counter,Part despatched
SO-2024-01410,C1629,DAV,2024-04-12,2024-04-16,2024-04-16,Web,Despatched
SO-2024-01411,C1052,DAV,2024-04-12,2024-04-18,2024-04-12,Web,Despatched
SO-2024-01412,C1366,DAV,2024-04-12,2024-04-16,2024-04-12,Account manager,Part despatched
SO-2024-01413,C1098,DAV,2024-04-12,2024-04-15,2024-04-15,Telephone,Despatched
SO-2024-01414,C1062,DAV,2024-04-12,2024-04-16,2024-04-12,Telephone,Despatched
SO-2024-01415,C1593,DAV,2024-04-12,2024-04-17,2024-04-15,Trade counter,Despatched
SO-2024-01416,C1094,DAV,2024-04-12,2024-04-16,2024-04-12,Trade counter,Despatched
SO-2024-01417,C1032,WAR,2024-04-12,2024-04-18,2024-04-12,Telephone,Despatched
SO-2024-01418,C1243,WAR,2024-04-12,2024-04-16,2024-04-12,Web,Despatched
SO-2024-01419,C1032,WAR,2024-04-12,2024-04-15,2024-04-15,Telephone,Part despatched
SO-2024-01420,C1837,WAR,2024-04-12,2024-04-17,2024-04-12,Trade counter,Part despatched
SO-2024-01421,C1244,WAR,2024-04-12,2024-04-17,2024-04-12,Telephone,Despatched
SO-2024-01422,C1402,WAR,2024-04-12,2024-04-15,2024-04-15,Trade counter,Despatched
SO-2024-01423,C1032,WAR,2024-04-12,2024-04-17,2024-04-16,Web,Despatched
SO-2024-01424,C1379,LIV,2024-04-12,2024-04-15,2024-04-12,Trade counter,Part despatched
SO-2024-01425,C1004,LIV,2024-04-12,2024-04-18,2024-04-12,Account manager,Despatched
SO-2024-01426,C1366,DAV,2024-04-15,2024-04-17,2024-04-16,Account manager,Part despatched
SO-2024-01427,C1098,DAV,2024-04-15,2024-04-17,2024-04-15,Web,Despatched
SO-2024-01428,C1114,DAV,2024-04-15,2024-04-17,2024-04-17,Telephone,Despatched
SO-2024-01429,C1366,DAV,2024-04-15,2024-04-17,2024-04-16,Trade counter,Despatched
SO-2024-01430,C1389,DAV,2024-04-15,2024-04-17,2024-04-15,Web,Part despatched
SO-2024-01431,C1928,DAV,2024-04-15,2024-04-16,2024-04-17,Trade counter,Despatched
SO-2024-01432,C1447,DAV,2024-04-15,2024-04-17,2024-04-15,Telephone,Despatched
SO-2024-01433,C1201,DAV,2024-04-15,2024-04-18,2024-04-15,Web,Part despatched
SO-2024-01434,C1211,DAV,2024-04-15,2024-04-19,2024-04-15,Telephone,Part despatched
SO-2024-01435,C1366,DAV,2024-04-15,2024-04-19,2024-04-15,Telephone,Despatched
SO-2024-01436,C1554,DAV,2024-04-15,2024-04-19,2024-04-16,Trade counter,Despatched
SO-2024-01437,C1447,DAV,2024-04-15,2024-04-16,2024-04-15,Trade counter,Despatched
SO-2024-01438,C1882,DAV,2024-04-15,2024-04-17,2024-04-15,Telephone,Despatched
SO-2024-01439,C1656,WAR,2024-04-15,2024-04-17,2024-04-16,Telephone,Part despatched
SO-2024-01440,C1752,WAR,2024-04-15,2024-04-18,2024-04-15,Trade counter,Despatched
SO-2024-01441,C1010,WAR,2024-04-15,2024-04-18,2024-04-15,Account manager,Part despatched
SO-2024-01442,C1010,WAR,2024-04-15,2024-04-18,2024-04-17,Web,Despatched
SO-2024-01443,C1955,WAR,2024-04-15,2024-04-17,2024-04-15,Web,Despatched
SO-2024-01444,C1802,WAR,2024-04-15,2024-04-17,2024-04-15,Account manager,Part despatched
SO-2024-01445,C1871,WAR,2024-04-15,2024-04-17,2024-04-15,Trade counter,Despatched
SO-2024-01446,C1866,WAR,2024-04-15,2024-04-17,2024-04-15,Web,Part despatched
SO-2024-01447,C1254,LIV,2024-04-15,2024-04-16,2024-04-18,Web,Despatched
SO-2024-01448,C1941,LIV,2024-04-15,2024-04-19,2024-04-15,Telephone,Despatched
SO-2024-01449,C1357,LIV,2024-04-15,2024-04-19,2024-04-15,Trade counter,Despatched
SO-2024-01450,C1936,DAV,2024-04-16,2024-04-19,2024-04-17,Trade counter,Part despatched
SO-2024-01451,C1255,DAV,2024-04-16,2024-04-19,2024-04-16,Telephone,Despatched
SO-2024-01452,C1610,DAV,2024-04-16,2024-04-22,2024-04-16,Web,Despatched
SO-2024-01453,C1554,DAV,2024-04-16,2024-04-17,2024-04-17,Telephone,Despatched
SO-2024-01454,C1728,DAV,2024-04-16,2024-04-17,2024-04-16,Web,Despatched
SO-2024-01455,C1255,DAV,2024-04-16,2024-04-19,2024-04-16,Telephone,Despatched
SO-2024-01456,C1767,DAV,2024-04-16,2024-04-17,2024-04-16,Trade counter,Despatched
SO-2024-01457,C1429,DAV,2024-04-16,2024-04-17,2024-04-16,Telephone,Despatched
SO-2024-01458,C1145,DAV,2024-04-16,2024-04-17,2024-04-16,Telephone,Despatched
SO-2024-01459,C1790,WAR,2024-04-16,2024-04-17,2024-04-16,Web,Despatched
SO-2024-01460,C1730,WAR,2024-04-16,2024-04-19,2024-04-16,Trade counter,Despatched
SO-2024-01461,C1234,WAR,2024-04-16,2024-04-17,2024-04-16,Telephone,Despatched
SO-2024-01462,C1495,WAR,2024-04-16,2024-04-19,2024-04-16,Telephone,Part despatched
SO-2024-01463,C1802,WAR,2024-04-16,2024-04-22,2024-04-17,Trade counter,Despatched
SO-2024-01464,C1154,WAR,2024-04-16,2024-04-22,2024-04-16,Web,Despatched
SO-2024-01465,C1802,WAR,2024-04-16,2024-04-19,2024-04-16,Telephone,Despatched
SO-2024-01466,C1198,WAR,2024-04-16,2024-04-18,2024-04-16,Telephone,Despatched
SO-2024-01467,C1109,LIV,2024-04-16,2024-04-19,2024-04-16,Web,Despatched
SO-2024-01468,C1109,LIV,2024-04-16,2024-04-17,2024-04-18,Telephone,Despatched
SO-2024-01469,C1835,LIV,2024-04-16,2024-04-19,2024-04-17,Telephone,Despatched
SO-2024-01470,C1559,DAV,2024-04-17,2024-04-19,2024-04-22,Web,Despatched
SO-2024-01471,C1626,DAV,2024-04-17,2024-04-22,2024-04-17,Web,Despatched
SO-2024-01472,C1371,DAV,2024-04-17,2024-04-22,2024-04-18,Account manager,Despatched
SO-2024-01473,C1881,DAV,2024-04-17,2024-04-18,2024-04-19,Account manager,Despatched
SO-2024-01474,C1728,DAV,2024-04-17,2024-04-23,2024-04-17,Account manager,Despatched
SO-2024-01475,C1270,DAV,2024-04-17,2024-04-22,2024-04-17,Web,Part despatched
SO-2024-01476,C1728,DAV,2024-04-17,2024-04-19,2024-04-22,Trade counter,Despatched
SO-2024-01477,C1057,WAR,2024-04-17,2024-04-23,2024-04-17,Trade counter,Part despatched
SO-2024-01478,C1482,WAR,2024-04-17,2024-04-23,2024-04-17,Telephone,Despatched
SO-2024-01479,C1215,WAR,2024-04-17,2024-04-19,2024-04-22,Telephone,Part despatched
SO-2024-01480,C1948,WAR,2024-04-17,2024-04-19,2024-04-17,Trade counter,Despatched
SO-2024-01481,C1933,WAR,2024-04-17,2024-04-18,2024-04-17,Web,Despatched
SO-2024-01482,C1948,WAR,2024-04-17,2024-04-22,2024-04-18,Telephone,Despatched
SO-2024-01483,C1597,WAR,2024-04-17,2024-04-19,2024-04-17,Telephone,Despatched
SO-2024-01484,C1821,LIV,2024-04-17,2024-04-23,2024-04-17,Trade counter,Despatched
SO-2024-01485,C1607,LIV,2024-04-17,2024-04-22,2024-04-17,Telephone,Despatched
SO-2024-01486,C1098,DAV,2024-04-18,2024-04-19,2024-04-18,Telephone,Part despatched
SO-2024-01487,C1255,DAV,2024-04-18,2024-04-19,2024-04-18,Web,Despatched
SO-2024-01488,C1936,DAV,2024-04-18,2024-04-23,2024-04-18,Telephone,Despatched
SO-2024-01489,C1354,DAV,2024-04-18,2024-04-22,2024-04-18,Telephone,Despatched
SO-2024-01490,C1429,DAV,2024-04-18,2024-04-22,2024-04-18,Trade counter,Despatched
SO-2024-01491,C1078,DAV,2024-04-18,2024-04-23,2024-04-18,Trade counter,Part despatched
SO-2024-01492,C1563,DAV,2024-04-18,2024-04-19,2024-04-19,Telephone,Despatched
SO-2024-01493,C1211,DAV,2024-04-18,2024-04-24,2024-04-18,Trade counter,Despatched
SO-2024-01494,C1648,DAV,2024-04-18,2024-04-19,2024-04-18,Telephone,Despatched
SO-2024-01495,C1391,WAR,2024-04-18,2024-04-19,2024-04-19,Telephone,Despatched
SO-2024-01496,C1948,WAR,2024-04-18,2024-04-23,2024-04-18,Telephone,Despatched
SO-2024-01497,C1010,WAR,2024-04-18,2024-04-24,2024-04-18,Trade counter,Despatched
SO-2024-01498,C1955,WAR,2024-04-18,2024-04-24,2024-04-19,Web,Despatched
SO-2024-01499,C1215,WAR,2024-04-18,2024-04-22,2024-04-18,Telephone,Despatched
SO-2024-01500,C1075,WAR,2024-04-18,2024-04-24,2024-04-18,Trade counter,Despatched
SO-2024-01501,C1597,WAR,2024-04-18,2024-04-24,2024-04-22,Web,Despatched
